parameter,stationname,date,hour,mass_conc,mass_conc_movel,time,dayofweek
MP10,Santo Amaro,2009-01-14,5,16,-,2009-01-14T04:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,6,25,-,2009-01-14T05:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,7,21,-,2009-01-14T06:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,8,37,-,2009-01-14T07:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,9,40,-,2009-01-14T08:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,10,52,-,2009-01-14T09:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,11,45,-,2009-01-14T10:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,12,33,-,2009-01-14T11:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,13,29,-,2009-01-14T12:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,14,27,-,2009-01-14T13:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,15,21,-,2009-01-14T14:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,16,16,-,2009-01-14T15:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,17,20,-,2009-01-14T16:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,18,26,-,2009-01-14T17:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,19,22,-,2009-01-14T18:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,20,23,-,2009-01-14T19:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,21,29,-,2009-01-14T20:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,22,17,-,2009-01-14T21:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,23,11,-,2009-01-14T22:00:00Z,Wed
MP10,Santo Amaro,2009-01-14,24,19,-,2009-01-14T23:00:00Z,Wed
MP10,Santo Amaro,2009-01-15,1,12,-,2009-01-15T00:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,2,12,-,2009-01-15T01:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,3,12,-,2009-01-15T02:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,4,10,-,2009-01-15T03:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,5,13,-,2009-01-15T04:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,6,7,-,2009-01-15T05:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,7,16,-,2009-01-15T06:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,8,24,-,2009-01-15T07:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,9,21,-,2009-01-15T08:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,10,22,-,2009-01-15T09:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,11,19,-,2009-01-15T10:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,12,27,-,2009-01-15T11:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,13,24,-,2009-01-15T12:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,14,21,-,2009-01-15T13:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,15,20,-,2009-01-15T14:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,16,23,-,2009-01-15T15:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,17,14,-,2009-01-15T16:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,18,22,-,2009-01-15T17:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,19,26,-,2009-01-15T18:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,20,33,-,2009-01-15T19:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,21,18,-,2009-01-15T20:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,22,32,-,2009-01-15T21:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,23,32,-,2009-01-15T22:00:00Z,Thu
MP10,Santo Amaro,2009-01-15,24,31,-,2009-01-15T23:00:00Z,Thu
MP10,Santo Amaro,2009-01-16,1,44,-,2009-01-16T00:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,2,34,-,2009-01-16T01:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,3,49,-,2009-01-16T02:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,4,27,-,2009-01-16T03:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,5,15,-,2009-01-16T04:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,6,18,-,2009-01-16T05:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,7,25,-,2009-01-16T06:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,8,39,-,2009-01-16T07:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,9,38,-,2009-01-16T08:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,10,44,-,2009-01-16T09:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,11,31,-,2009-01-16T10:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,12,29,-,2009-01-16T11:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,13,31,-,2009-01-16T12:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,14,23,-,2009-01-16T13:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,15,23,-,2009-01-16T14:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,16,28,-,2009-01-16T15:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,17,37,-,2009-01-16T16:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,18,22,-,2009-01-16T17:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,19,29,-,2009-01-16T18:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,20,23,-,2009-01-16T19:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,21,19,-,2009-01-16T20:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,22,29,-,2009-01-16T21:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,23,2,-,2009-01-16T22:00:00Z,Fri
MP10,Santo Amaro,2009-01-16,24,9,-,2009-01-16T23:00:00Z,Fri
MP10,Santo Amaro,2009-01-17,1,12,-,2009-01-17T00:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,2,8,-,2009-01-17T01:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,3,10,-,2009-01-17T02:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,4,16,-,2009-01-17T03:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,5,16,-,2009-01-17T04:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,6,19,-,2009-01-17T05:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,7,19,-,2009-01-17T06:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,8,21,-,2009-01-17T07:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,9,21,-,2009-01-17T08:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,10,14,-,2009-01-17T09:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,11,21,-,2009-01-17T10:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,12,16,-,2009-01-17T11:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,13,14,-,2009-01-17T12:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,14,13,-,2009-01-17T13:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,15,19,-,2009-01-17T14:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,16,15,-,2009-01-17T15:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,17,20,-,2009-01-17T16:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,18,19,-,2009-01-17T17:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,19,5,-,2009-01-17T18:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,20,6,-,2009-01-17T19:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,21,11,-,2009-01-17T20:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,22,10,-,2009-01-17T21:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,23,14,-,2009-01-17T22:00:00Z,Sat
MP10,Santo Amaro,2009-01-17,24,24,-,2009-01-17T23:00:00Z,Sat
MP10,Santo Amaro,2009-01-18,1,15,-,2009-01-18T00:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,2,12,-,2009-01-18T01:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,3,9,-,2009-01-18T02:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,4,11,-,2009-01-18T03:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,5,8,-,2009-01-18T04:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,6,8,-,2009-01-18T05:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,7,16,-,2009-01-18T06:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,8,15,-,2009-01-18T07:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,9,16,-,2009-01-18T08:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,10,9,-,2009-01-18T09:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,11,15,-,2009-01-18T10:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,12,3,-,2009-01-18T11:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,13,14,-,2009-01-18T12:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,14,11,-,2009-01-18T13:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,15,14,-,2009-01-18T14:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,16,5,-,2009-01-18T15:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,17,11,-,2009-01-18T16:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,18,14,-,2009-01-18T17:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,19,8,-,2009-01-18T18:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,20,17,-,2009-01-18T19:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,21,13,-,2009-01-18T20:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,22,14,-,2009-01-18T21:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,23,14,-,2009-01-18T22:00:00Z,Sun
MP10,Santo Amaro,2009-01-18,24,11,-,2009-01-18T23:00:00Z,Sun
MP10,Santo Amaro,2009-01-19,1,14,-,2009-01-19T00:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,2,11,-,2009-01-19T01:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,3,10,-,2009-01-19T02:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,4,16,-,2009-01-19T03:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,5,11,-,2009-01-19T04:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,6,13,-,2009-01-19T05:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,7,15,-,2009-01-19T06:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,8,18,-,2009-01-19T07:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,9,22,-,2009-01-19T08:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,10,15,-,2009-01-19T09:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,11,18,-,2009-01-19T10:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,12,18,-,2009-01-19T11:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,13,13,-,2009-01-19T12:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,14,13,-,2009-01-19T13:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,15,25,-,2009-01-19T14:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,16,25,-,2009-01-19T15:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,17,25,-,2009-01-19T16:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,18,34,-,2009-01-19T17:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,19,31,-,2009-01-19T18:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,20,28,-,2009-01-19T19:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,21,20,-,2009-01-19T20:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,22,31,-,2009-01-19T21:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,23,50,-,2009-01-19T22:00:00Z,Mon
MP10,Santo Amaro,2009-01-19,24,58,-,2009-01-19T23:00:00Z,Mon
MP10,Santo Amaro,2009-01-20,1,70,-,2009-01-20T00:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,2,82,-,2009-01-20T01:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,3,65,-,2009-01-20T02:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,4,45,-,2009-01-20T03:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,5,47,-,2009-01-20T04:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,6,31,-,2009-01-20T05:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,7,32,-,2009-01-20T06:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,8,35,-,2009-01-20T07:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,9,37,-,2009-01-20T08:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,10,24,-,2009-01-20T09:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,11,22,-,2009-01-20T10:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,12,25,-,2009-01-20T11:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,13,21,-,2009-01-20T12:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,14,17,-,2009-01-20T13:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,15,28,-,2009-01-20T14:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,16,4,-,2009-01-20T15:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,17,10,-,2009-01-20T16:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,18,2,-,2009-01-20T17:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,19,5,-,2009-01-20T18:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,20,8,-,2009-01-20T19:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,21,4,-,2009-01-20T20:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,22,4,-,2009-01-20T21:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,23,6,-,2009-01-20T22:00:00Z,Tue
MP10,Santo Amaro,2009-01-20,24,0,-,2009-01-20T23:00:00Z,Tue
MP10,Santo Amaro,2009-01-21,1,7,-,2009-01-21T00:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,2,3,-,2009-01-21T01:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,3,0,-,2009-01-21T02:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,4,0,-,2009-01-21T03:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,5,6,-,2009-01-21T04:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,6,2,-,2009-01-21T05:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,7,3,-,2009-01-21T06:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,8,7,-,2009-01-21T07:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,9,5,-,2009-01-21T08:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,10,10,-,2009-01-21T09:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,11,10,-,2009-01-21T10:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,12,1,-,2009-01-21T11:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,13,14,-,2009-01-21T12:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,14,15,-,2009-01-21T13:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,15,6,-,2009-01-21T14:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,16,14,-,2009-01-21T15:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,17,2,-,2009-01-21T16:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,18,17,-,2009-01-21T17:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,19,8,-,2009-01-21T18:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,20,1,-,2009-01-21T19:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,21,2,-,2009-01-21T20:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,22,5,-,2009-01-21T21:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,23,11,-,2009-01-21T22:00:00Z,Wed
MP10,Santo Amaro,2009-01-21,24,11,-,2009-01-21T23:00:00Z,Wed
MP10,Santo Amaro,2009-01-22,1,13,-,2009-01-22T00:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,2,20,-,2009-01-22T01:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,3,20,-,2009-01-22T02:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,4,13,-,2009-01-22T03:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,5,14,-,2009-01-22T04:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,6,11,-,2009-01-22T05:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,7,10,-,2009-01-22T06:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,8,8,-,2009-01-22T07:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,9,4,-,2009-01-22T08:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,10,9,-,2009-01-22T09:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,11,7,-,2009-01-22T10:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,12,3,-,2009-01-22T11:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,13,8,-,2009-01-22T12:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,14,6,-,2009-01-22T13:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,15,18,-,2009-01-22T14:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,16,14,-,2009-01-22T15:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,17,15,-,2009-01-22T16:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,18,9,-,2009-01-22T17:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,19,5,-,2009-01-22T18:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,20,7,-,2009-01-22T19:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,21,6,-,2009-01-22T20:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,22,12,-,2009-01-22T21:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,23,9,-,2009-01-22T22:00:00Z,Thu
MP10,Santo Amaro,2009-01-22,24,8,-,2009-01-22T23:00:00Z,Thu
MP10,Santo Amaro,2009-01-23,1,9,-,2009-01-23T00:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,2,4,-,2009-01-23T01:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,3,14,-,2009-01-23T02:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,4,7,-,2009-01-23T03:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,5,15,-,2009-01-23T04:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,6,5,-,2009-01-23T05:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,7,10,-,2009-01-23T06:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,8,11,-,2009-01-23T07:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,9,9,-,2009-01-23T08:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,10,11,-,2009-01-23T09:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,11,11,-,2009-01-23T10:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,12,6,-,2009-01-23T11:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,13,31,-,2009-01-23T12:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,14,24,-,2009-01-23T13:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,15,19,-,2009-01-23T14:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,16,17,-,2009-01-23T15:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,17,12,-,2009-01-23T16:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,18,17,-,2009-01-23T17:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,19,14,-,2009-01-23T18:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,20,18,-,2009-01-23T19:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,21,20,-,2009-01-23T20:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,22,9,-,2009-01-23T21:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,23,12,-,2009-01-23T22:00:00Z,Fri
MP10,Santo Amaro,2009-01-23,24,5,-,2009-01-23T23:00:00Z,Fri
MP10,Santo Amaro,2009-01-24,1,13,-,2009-01-24T00:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,2,5,-,2009-01-24T01:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,3,8,-,2009-01-24T02:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,4,9,-,2009-01-24T03:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,5,10,-,2009-01-24T04:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,6,14,-,2009-01-24T05:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,7,8,-,2009-01-24T06:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,8,14,-,2009-01-24T07:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,9,15,-,2009-01-24T08:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,10,15,-,2009-01-24T09:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,11,12,-,2009-01-24T10:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,12,22,-,2009-01-24T11:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,13,23,-,2009-01-24T12:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,14,23,-,2009-01-24T13:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,15,21,-,2009-01-24T14:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,16,29,-,2009-01-24T15:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,17,25,-,2009-01-24T16:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,18,17,-,2009-01-24T17:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,19,15,-,2009-01-24T18:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,20,10,-,2009-01-24T19:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,21,13,-,2009-01-24T20:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,22,15,-,2009-01-24T21:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,23,12,-,2009-01-24T22:00:00Z,Sat
MP10,Santo Amaro,2009-01-24,24,9,-,2009-01-24T23:00:00Z,Sat
MP10,Santo Amaro,2009-01-25,1,12,-,2009-01-25T00:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,2,6,-,2009-01-25T01:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,3,12,-,2009-01-25T02:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,4,6,-,2009-01-25T03:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,5,6,-,2009-01-25T04:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,6,7,-,2009-01-25T05:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,7,10,-,2009-01-25T06:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,8,9,-,2009-01-25T07:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,9,8,-,2009-01-25T08:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,10,12,-,2009-01-25T09:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,11,13,-,2009-01-25T10:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,12,14,-,2009-01-25T11:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,13,19,-,2009-01-25T12:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,14,18,-,2009-01-25T13:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,15,27,-,2009-01-25T14:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,16,34,-,2009-01-25T15:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,17,30,-,2009-01-25T16:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,18,27,-,2009-01-25T17:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,19,19,-,2009-01-25T18:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,20,20,-,2009-01-25T19:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,21,24,-,2009-01-25T20:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,22,9,-,2009-01-25T21:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,23,4,-,2009-01-25T22:00:00Z,Sun
MP10,Santo Amaro,2009-01-25,24,9,-,2009-01-25T23:00:00Z,Sun
MP10,Santo Amaro,2009-01-26,1,9,-,2009-01-26T00:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,2,15,-,2009-01-26T01:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,3,15,-,2009-01-26T02:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,4,14,-,2009-01-26T03:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,5,15,-,2009-01-26T04:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,6,11,-,2009-01-26T05:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,7,21,-,2009-01-26T06:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,8,30,-,2009-01-26T07:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,9,37,-,2009-01-26T08:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,10,45,-,2009-01-26T09:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,11,42,-,2009-01-26T10:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,12,30,-,2009-01-26T11:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,13,22,-,2009-01-26T12:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,14,13,-,2009-01-26T13:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,15,17,-,2009-01-26T14:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,16,22,-,2009-01-26T15:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,17,38,-,2009-01-26T16:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,18,31,-,2009-01-26T17:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,19,12,-,2009-01-26T18:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,20,22,-,2009-01-26T19:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,21,15,-,2009-01-26T20:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,22,31,-,2009-01-26T21:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,23,36,-,2009-01-26T22:00:00Z,Mon
MP10,Santo Amaro,2009-01-26,24,33,-,2009-01-26T23:00:00Z,Mon
MP10,Santo Amaro,2009-01-27,1,28,-,2009-01-27T00:00:00Z,Tue
MP10,Santo Amaro,2009-01-27,2,18,-,2009-01-27T01:00:00Z,Tue
MP10,Santo Amaro,2009-01-27,3,20,-,2009-01-27T02:00:00Z,Tue
MP10,Santo Amaro,2009-01-27,4,17,-,2009-01-27T03:00:00Z,Tue
MP10,Santo Amaro,2009-01-27,5,14,-,2009-01-27T04:00:00Z,Tue
MP10,Santo Amaro,2009-01-27,6,18,-,2009-01-27T05:00:00Z,Tue
MP10,Santo Amaro,2009-01-27,7,34,-,2009-01-27T06:00:00Z,Tue
MP10,Santo Amaro,2009-01-27,8,32,-,2009-01-27T07:00:00Z,Tue
MP10,Santo Amaro,2009-01-27,9,35,-,2009-01-27T08:00:00Z,Tue
